Scode,Coname,NewsDt,NewsID,Newsmedia,Buyernm,Sellernm,Subnm,Eqtrart,MAprice,Currut,Ifrumor,State,corporation_name
000002,万科A,2010-08-18,Q752834220,第1财经,北京万科,北京中信房地产有限公司,赢嘉中心B座,0,11.5,人民币,否,无,赢嘉中心B座
000005,世纪星源,2015-05-11,R1322930335,南方财富,世纪星源,无,博世华股权,80.51%,4.5,人民币,否,无,博世华股权
000007,零七股份,2014-09-04,D1622110170,财经网,零七股份,无,广和慧云100%股权,100.00%,10.0,人民币,否,无,广和慧云100%股权
000007,全新好,2016-06-21,L821358399,财华智库网,全新好,山南弘扬、上海双鹰等111名交易对方,港澳资讯股权,100.00%,16.5,人民币,否,无,港澳资讯股权
000008,宝利来,2014-09-18,Q1637451681,凤凰财经,宝利来,无,新联铁100%股权,100.00%,18.0,人民币,否,无,新联铁100%股权
000008,神州高铁,2018-07-12,R1654628688,东方财富网,神州高铁,无,优络科技100%股权,100%,18.0,人民币,否,无,优络科技100%股权
000010,深华新,2015-05-18,E864378035,和讯网,深华新,无,江苏八达园林有限责任公司100%股权,100.00%,16.6,人民币,否,无,江苏八达园林有限责任公司100%股权
000016,深康佳,2018-07-02,R913208183,东方财富网,深康佳,无,无,0,4.55,人民币,否,无,无
000022,深赤湾A,2018-06-20,R1691097639,东方财富网,深赤湾,CMID,招商局港口38.72%股份,38.72%,246.5,人民币,否,无,CMID
000023,深天地A,2009-07-09,R1435441587,和讯网,深天地,无,陕西通达果汁集团股份有限公司股权,100.00%,5.88,人民币,否,无,陕西通达果汁集团股份有限公司股权
000027,深圳能源,2015-09-23,N575518653,新财界,深圳能源,NewQuestCapitalPartners等8名交易对方,CPT100%股权,100.00%,34.62,人民币,否,无,CPT100%股权
000031,中粮地产,2018-09-13,N1322726240,东方财富网,中粮地产,明毅有限公司,大悦城地产股权,59.59%,147.56,人民币,否,无,明毅有限公司
000035,中国天楹,2018-07-11,M971130526,东方财富网,中国天楹,无,江苏德展100%股权,100%,88.8,人民币,否,无,江苏德展100%股权
000038,深大通,2015-07-23,M2071598251,东方财富网,深大通,无,冉十科技(北京)有限公司100%股权、浙江视科文化传播有限公司100%股权,冉十科技(北京)有限公司100%；浙江视科文化传播有限公司100%,27.5,人民币,否,无,冉十科技(北京)有限公司100%股权、浙江视科文化传播有限公司100%股权
000039,中集集团,2006-02-08,E676773849,新浪,中集集团,博格兄弟,荷兰博格工业公司,75.00%,10.6,人民币,否,无,博格兄弟
000043,中航地产,2008-04-12,H177380741,搜狐,江西中航地产有限责任公司,无,江西江湾实业有限公司、江西佳利商城住宅开发有限公司、江西佳利商城市场开发有限公司、江西佳利商城物流园有限公司、江西佳利商城新天地广场有限公司5家公司67%的股权,江西江湾实业有限公司67%；江西佳利商城住宅开发有限公司67%；江西佳利商城市场开发有限公司67%；江西佳利商城物流园有限公司67%；江西佳利商城新天地广场有限公司67%,3.5,人民币,否,无,江西江湾实业有限公司、江西佳利商城住宅开发有限公司、江西佳利商城市场开发有限公司、江西佳利商城物流园有限公司、江西佳利商城新天地广场有限公司5家公司67%的股权
000048,康达尔,2015-09-07,M2035747863,新财界,康达尔,无,位于深圳市罗湖区东门约1万平方米的商业物业和位于深圳市龙岗区布吉约3万平方米的物流用地,0,5.0,人民币,否,无,位于深圳市罗湖区东门约1万平方米的商业物业和位于深圳市龙岗区布吉约3万平方米的物流用地
000050,深天马A,2013-11-11,N1440441495,东方财富网,深天马,无,上海天马70%股权、成都天马40%股权、武汉天马90%股权、上海光电子100%股权、深圳光电子100%股权,上海天马70%；成都天马40%；武汉天马90%；上海光电子100%；深圳光电子100%,54.16,人民币,否,无,上海天马70%股权、成都天马40%股权、武汉天马90%股权、上海光电子100%股权、深圳光电子100%股权
000060,中金岭南,2008-12-12,P1259058364,金融界,中金岭南,澳大利亚上市公司PERILYALIMITED,澳大利亚上市公司PERILYALIMITED股权,50.10%,2.01,人民币,否,无,澳大利亚上市公司PERILYALIMITED
000069,华侨城A,2015-12-14,N1364851547,凤凰财经,宏盛科技,华侨城,文旅科技100%股权,100.00%,16.0,人民币,否,无,华侨城
000070,特发信息,2015-04-13,L965933620,凤凰财经,特发信息,陈传荣、胡毅、殷敬煌和曜骏实业等4名股东及戴荣、阴陶、林峰、陈宇、张红霞和新余道合等6名股东,深圳东志股权和成都傅立叶股权,深圳东志100%；成都傅立叶100%,4.4,人民币,否,无,深圳东志股权和成都傅立叶股权
000100,TCL集团,2017-09-25,G374674879,金融界,TCL集团,长江汉翼、星宇有限、林周星澜、林周星涌、林周星源、林周星涟,华星光电10.04%股权,10.04%,40.34,人民币,否,无,华星光电10.04%股权
000150,宜华地产,2010-03-04,F683941129,和讯网,宜华地产,宜华集团,湘潭项目公司股权、梅州项目公司股权、揭东项目公司股权、宜东项目公司,湘潭项目公司100%；梅州项目公司100%；揭东项目公司100%；宜东项目公司100%,13.44,人民币,否,无,宜华集团
000153,丰原药业,2014-03-25,K2074989287,搜狐,丰原药业,普什集团,普什制药股权,100.00%,2.4,人民币,否,无,普什集团
000157,中联重科,2014-08-21,H648066712,财信网,中联重科,奇瑞重工,奇瑞重工60%股权,60.00%,20.88,人民币,否,无,奇瑞重工
000158,常山股份,2015-09-28,G511321711,新财界,常山股份,无,索科维尔（北京）软件系统有限公司、北京天时前途自动化工程手艺有限公司、山东乐成信息手艺有限公司、北京明润华创科技有限公司四公司100%股权,索科维尔（北京）软件系统有限公司100%；北京天时前途自动化工程手艺有限公司100%；山东乐成信息手艺有限公司100%；北京明润华创科技有限公司100%,4.0,人民币,否,无,索科维尔（北京）软件系统有限公司、北京天时前途自动化工程手艺有限公司、山东乐成信息手艺有限公司、北京明润华创科技有限公司四公司100%股权
000301,丝绸股份,2008-04-18,D19677450,搜狐,丝绸股份,上海金欧利纺织品有限公司,吉林省松原市华都石油开发有限公司90％的股权,90.00%,1.0,人民币,否,无,上海金欧利纺织品有限公司
000301,东方市场,2017-08-22,L189069952,财新网,东方市场,盛虹科技、国开基金,国望高科100%股权,100.00%,127.0,人民币,否,无,盛虹科技、国开基金
000333,美的集团,2010-07-01,M1958482094,浙江新闻网,美的集团,无,贵雅照明有限公司,0,2.0,人民币,否,无,贵雅照明有限公司
000338,潍柴动力,2012-09-03,F1199581464,华股财经,潍柴动力,无,凯傲、林德液压股权,凯傲25%；林德液压70%,59.0,人民币,否,无,凯傲、林德液压股权
000400,许继电气,2013-06-18,M1531777977,东方财富网,许继电气,许继集团,柔性输电分公司业务及相关资产与负债、许继电源有限公司75%股权、许昌许继软件技术有限公司10%股权、上海许继电气有限公司50%股权,许继电源有限公司75%；许昌许继软件技术有限公司10%；上海许继电气有限公司50%,19.32,人民币,否,无,许继集团
000401,冀东水泥,2016-06-30,M573394446,中国证券网,冀东水泥,金隅股份、河北建设、迪策创业、达科投资、爱廸新能源、北投中心、北投中心二期、华建国际、信达投资和信达资管、冀东集团、冀东骨料,金隅水泥经贸、琉璃河水泥、鼎鑫水泥、峰峰混凝土、华信建材、通达耐火、红树林环保、哲君科技等31家公司的股权及冀东混凝土等另三家公司的股权,0,154.96,人民币,否,无,金隅股份、河北建设、迪策创业、达科投资、爱廸新能源、北投中心、北投中心二期、华建国际、信达投资和信达资管、冀东集团、冀东骨料
000409,山东地矿,2016-09-12,K40130897,和讯网,山东地矿,莱州鸿昇,莱州金盛100%股权,100.00%,20.48,人民币,否,无,莱州鸿昇
000413,东旭光电,2015-01-27,Q1598083541,凤凰财经,东旭光电,宝石集团,旭新光电100%股权、旭飞光电100%股权,旭新光电100%；旭飞光电100%,80.0,人民币,否,无,宝石集团
000415,渤海租赁,2011-12-10,G953965192,金融界,渤海租赁,无,海航香港100%股权,100.00%,24.3,人民币,否,无,海航香港100%股权
000415,渤海金控,2016-07-29,F648237699,东方财富网,渤海金控,广州泽达、海航集团,华安财险、HKAC部分股权,华安财险14.77%,28.28,人民币,否,无,广州泽达、海航集团
000418,小天鹅A,2008-03-04,N1285735818,搜狐财经,美的电器,国联集团,小天鹅股权,24.01%,16.8,人民币,否,无,国联集团
000422,湖北宜化,2008-01-16,G1288074100,搜狐,湖北宜化,巴东县南方矿业有限公司、长阳清江化工有限责任公司,湖北香溪化工有限公司55%股权,55.00%,1.0,人民币,否,无,湖北香溪化工有限公司55%股权
000426,兴业矿业,2016-02-22,D1396572214,凤凰财经,兴业矿业,兴业集团、吉伟、吉祥、吉喆等；白旗乾金达股东,银漫矿业股权；白旗乾金达股权,银漫矿业100%；白旗乾金达100%,37.18,人民币,否,无,银漫矿业股权；白旗乾金达股权
000429,粤高速A,2011-06-12,G654478312,和讯网,粤高速,广东省公路建设有限公司,广州广珠交通投资管理有限公司股权,100.00%,27.92,人民币,否,无,广东省公路建设有限公司
000498,山东路桥,2019-11-28,Q660119171,和讯网,山东路桥,山东高速,齐鲁建设100%股权,100%,4.02,人民币,否,无,山东高速
000502,绿景地产,2010-09-29,F1458406338,和讯网,绿景地产,海航置业、酒店控股,海航酒店管理公司100%股权、城建天誉100%股权及燕京饭店45%股权,海航酒店管理公司100%；城建天誉100%；燕京饭店45%,15.13,人民币,否,无,海航置业、酒店控股
000509,华塑控股,2016-05-22,F2142843084,凤凰财经,华塑控股,曲水中青,和创未来51%股权,51.00%,14.28,人民币,否,无,曲水中青
000511,烯碳新材,2015-12-03,D913030099,凤凰财经,烯碳新材,无,晨阳碳材100%股权,100.00%,6.1,人民币,否,无,晨阳碳材100%股权
000516,开元投资,2011-11-24,E1385942001,金融界,开元投资,申华控股集团有限公司、西安银凯医疗管理有限公司,西安高新医院股权,100.00%,2.97,人民币,否,无,西安高新医院股权
000519,江南红箭,2015-12-12,D125824470,东方财富网,江南红箭,兵器工业集团,兵器工业集团旗下军品、民品业务,0,23.89,人民币,否,无,兵器工业集团
000526,银润投资,2015-08-09,A730460563,和讯网,银润投资,无,学大教育股权,100.00%,23.0,人民币,否,无,学大教育股权
000527,美的电器,2008-03-04,N1285735819,搜狐财经,美的电器,国联集团,小天鹅股权,24.01%,16.8,人民币,否,无,国联集团
000534,汕电力,2006-07-17,P1312206662,新浪,万泽集团,汕头市电力开发公司,汕电力6039.79万股(占总股本的29%)股份,29.00%,1.77,人民币,否,无,汕头市电力开发公司
000534,万泽股份,2011-12-01,F356133782,凤凰财经,万泽股份,无,深圳市万泽房地产开发有限公司47.75％股权、常州万泽天海置业有限公司100％股权,深圳市万泽房地产开发有限公司47.75％；常州万泽天海置业有限公司100％,7.45,人民币,否,无,深圳市万泽房地产开发有限公司47.75％股权、常州万泽天海置业有限公司100％股权
000537,广宇发展,2013-11-15,Q1687091992,赢商新闻,广宇发展,鲁能集团在内的3个交易对象,多项房地产资产,0,124.84,人民币,否,无,多项房地产资产
000539,粤电力A,2011-11-23,H1169395485,第1财经,东方证券,粤电集团,深圳市广前电力有限公司60%股权；广东惠州天然气发电有限公司35%股权；广东粤电石碑山风能开发有限公司40%股权；广东惠州平海发电厂有限公司45%股权；广东红海湾发电有限公司40%股权；广东国华粤电台山发电有限公司20%股权；广东省电力工业燃料有限公司15%股权,深圳市广前电力有限公司60%；广东惠州天然气发电有限公司35%；广东粤电石碑山风能开发有限公司40%；广东惠州平海发电厂有限公司45%；广东红海湾发电有限公司40%；广东国华粤电台山发电有限公司20%；广东省电力工业燃料有限公司15%,74.63,人民币,否,无,粤电集团
000540,中天城投,2015-09-17,M237390477,新财界,贵阳金控,中科英华、上海中科,团结铜箔100%股权,20.00%,20.0,人民币,否,无,中科英华、上海中科
000543,皖能电力,2015-07-14,M1849150228,新浪,皖能电力,皖能集团,国电铜陵25%股权、国电蚌埠30%股权,国电铜陵25%；国电蚌埠30%,16.2,人民币,否,无,皖能集团
000545,金浦钛业,2018-08-24,C498165158,南方财富,金浦钛业,无,古纤道绿色纤维100%股权,100%,56.0,人民币,否,无,古纤道绿色纤维100%股权
000547,闽福发A,2014-09-25,C1302468861,搜狐财经,闽福发,防御院、航天资产、晨光创投等,南京长峰100%股权,100.00%,19.65,人民币,否,无,南京长峰100%股权
000547,航天发展,2016-12-16,M123260692,金融界,航天发展,公安部第三研究所等11名交易对象,锐安科技66%股权,66.00%,14.94,人民币,否,无,锐安科技66%股权
000551,创元科技,2009-12-14,C900285345,和讯网,创元科技,创元投资集团等,抚顺高科股权,43.00%,3.46,人民币,否,无,抚顺高科股权
000552,靖远煤电,2012-05-02,Q1246349970,第一财经,靖远煤电,靖煤集团,白银洁能热电有限责任公司、靖远煤业工程勘察设计有限公司、甘肃晶虹储运有限公司100%的股权，红会一矿、红会四矿、魏家地矿、大水头矿、宝积山矿的经营性资产及负债，煤炭运销公司、物资供应公司、设备租赁公司等煤炭辅助生产单位的经营性资产及负债,白银洁能热电有限责任公司100%；靖远煤业工程勘察设计有限公司100%；甘肃晶虹储运有限公司100%,29.66,人民币,否,无,靖煤集团
000553,沙隆达A,2016-09-13,R554092636,汇金网,沙隆达,中国农化,ADAMA(安道麦)100%股权,100.00%,185.67,人民币,否,无,中国农化
000555,神州信息,2014-07-22,K1913471014,东方财富网,神州信息,冯健刚等,中农信达100%股权,100.00%,7.1,人民币,否,无,冯健刚等
000558,莱茵体育,2016-04-05,H1466814422,中国金融信息网,莱茵体育,国广环球传媒控股有限公司,中华网,100.00%,1.5,人民币,否,无,中华网
000559,万向钱潮,2012-12-12,G1727847819,凤凰财经,万向钱潮,万向集团,江苏森威精锻有限公司股权,66.69%,1.88,人民币,否,无,万向集团
000560,昆百大A,2013-10-21,H1145688788,赢商新闻,昆百大,华夏西部,野鸭湖地产股权,40.00%,2.944,人民币,否,无,华夏西部
000564,西安民生,2014-09-26,D958313876,凤凰财经,西安民生,海航商业；兴正元地产,兴正元购物中心67.59%股权；兴正元地产持有的骡马市步行街房产,67.59%,18.63,人民币,否,无,海航商业；兴正元地产
000565,渝三峡A,2016-09-26,Q1336503726,汇金网,渝三峡A,重庆紫光,宁夏紫光天化蛋氨酸有限责任公司100%股权,100.00%,31.0,人民币,否,无,重庆紫光
000566,海南海药,2018-05-21,H771668680,北京商报网,海南海药,东控健康、杭州钜穗、杭州润研、大雄风创投等44名股东,奇力制药100%股份,100.00%,21.42,人民币,否,无,奇力制药100%股份
000576,广东甘化,2018-09-16,C2077782176,东方财富网,广东甘化,无,升华电源100%股权,100%,6.6,人民币,否,无,升华电源100%股权
000582,北部湾港,2014-09-23,H324282804,东方财富网,北部湾港,无,防城港兴港股权、钦州兴港股权、北海兴港股权,防城港兴港100%；钦州兴港100%；北海兴港100%,11.5,人民币,否,无,防城港兴港股权、钦州兴港股权、北海兴港股权
000584,友利控股,2005-02-04,K1289594845,北方网,友利控股,无,北京保利华亿传媒文化50%股权,50.00%,5.5,人民币,否,无,北京保利华亿传媒文化50%股权
000586,汇源通信,2016-03-17,F1393109848,和讯网,汇源通信,无,通宝莱与迅通科技各100%股权,通宝莱100%；迅通科技各100%,32.75,人民币,否,无,通宝莱与迅通科技各100%股权
000587,金叶珠宝,2013-01-31,E1740106098,第一财经,金叶珠宝,无,太阳名翠世家、金利福、兴龙马、帝壹实业和粤通国际100%的股权,太阳名翠世家100%；金利福100%；兴龙马100%；帝壹实业100%；粤通国际100%,22.83,人民币,否,无,太阳名翠世家、金利福、兴龙马、帝壹实业和粤通国际100%的股权
000592,中福实业,2011-01-21,Q2107980033,凤凰财经,中福实业,谢艺仁、吴文宪、周逊球,上海福人仓储有限公司55％股权、上海福音物流有限公司55％股权,海福人仓储有限公司55%；上海福音物流有限公司55%,1.47,人民币,否,无,谢艺仁、吴文宪、周逊球
000593,大通燃气,2015-04-19,D1255215306,新浪,大通燃气,无,旌能天然气股权、罗江天然气股权,旌能天然气88%；罗江天然气88%,5.65,人民币,否,无,旌能天然气股权、罗江天然气股权
000595,宝塔实业,2015-12-24,R257225947,南方财富,宝塔实业,解直锟,润兴租赁股权,75.00%,18.75,人民币,否,无,解直锟
000596,古井贡酒,2016-04-26,A1822597126,中国证券网,古井贡酒,无,黄鹤楼酒业51%股权,51.00%,8.16,人民币,否,无,黄鹤楼酒业51%股权
000599,青岛双星,2017-03-16,D1523990778,盖世汽车,青岛双星,韩国九大银行,锦湖轮胎股权,42.01%,57.58,人民币,否,无,锦湖轮胎股权
000600,建投能源,2013-01-16,M314285043,中国环保在线,建投能源,河北建投集团,河北建投宣化热电有限责任公司100%股权、河北建投电力燃料管理有限公司58%股权、秦皇岛秦热发电有限责任公司40%股权、河北国华沧东发电有限责任公司40%股权、三河发电有限责任公司15%股权,河北建投宣化热电有限责任公司100%；河北建投电力燃料管理有限公司58%；秦皇岛秦热发电有限责任公司40%；河北国华沧东发电有限责任公司40%；三河发电有限责任公司15%,18.66,人民币,否,无,河北建投集团
000603,*ST威达,2010-05-05,R1351632750,新浪,广东威达集团股份有限公司,甘肃盛达集团,银都矿业股权,62.96%,31.17,人民币,否,无,银都矿业股权
000606,青海明胶,2011-08-26,M1089091453,CCTV经济网,青海明胶,无,宏升胶原蛋白肠衣有限公司,0,1.3,人民币,否,无,宏升胶原蛋白肠衣有限公司
000612,焦作万方,2014-08-20,F1531034761,南方财富,焦作万方,无,万吉能源,0,17.0,人民币,否,无,万吉能源
000615,湖北金环,2015-03-16,K288236711,和讯网,湖北金环,田汉,京汉置业,0,16.0,人民币,否,无,田汉
000617,石油济柴,2010-09-10,L1701706210,华讯网,石油济柴,中石油旗下子公司,宝鸡石油钢管21%股权、咸阳宝石钢管28.67%股权,宝鸡石油钢管21%；咸阳宝石钢管28.67%,2.52,人民币,否,无,中石油旗下子公司
000627,天茂集团,2015-11-02,P715827424,东方财富网,天茂集团,上海日兴康、上海合邦投资、上海汉晟信,国华人寿43.86%的股权,43.86%,98.5,人民币,否,无,国华人寿43.86%的股权
000629,攀钢钒钛,2012-06-08,L740402587,金融界,攀钢钒钛,鞍钢集团,齐大山铁矿和齐大山选矿厂整体资产和业务,0,178.0,人民币,否,无,鞍钢集团
000630,铜都铜业,2006-10-25,G430876920,新浪,铜都铜业,有色集团,金隆铜业、凤凰山铜矿、铜山铜矿、金口岭铜矿、硫产品销售分公司、国贸分公司、信息公司,0,4.3,人民币,否,无,有色集团
000639,金德发展,2010-05-09,N1802413490,金融界,金德发展,山东西王集团,山东西王食品有限公司股权,100.00%,7.81,人民币,否,无,山东西王集团
000650,仁和药业,2011-03-02,Q399940504,凤凰财经,仁和药业,江西药都樟树医药集团、仁和集团等,4家制药公司股权,江西药都樟树制药公司100%；江西药都药业公司100%；江西制药有限责任公司70%；江西仁和药用塑胶制品有限公司55%,8.2,人民币,否,无,4家制药公司股权
000651,格力电器,2016-08-18,L1313365677,汇金网,格力电器,无,珠海银隆新能源有限公司股权,100.00%,130.0,人民币,否,无,珠海银隆新能源有限公司股权
000652,泰达股份,2007-05-10,Q1908941102,新浪,泰达股份,天津投资集团公司等8家企业,北方国际信托投资股份有限公司股权,10.39%,1.2,人民币,否,无,天津投资集团公司等8家企业
000657,中钨高新,2016-02-24,C976125746,搜狐,中钨高新,五矿集团,柿竹园公司100%股权、中钨高新五矿发展新田岭公司100%股权、瑶岗仙公司50.02%股权、南硬公司71.22%股权、HPTEC集团100%股权,柿竹园公司100%；中钨高新五矿发展新田岭公司100%；瑶岗仙公司50.02%；南硬公司71.22%；HPTEC集团100%,30.36,人民币,否,无,五矿集团
000661,长春高新,2019-06-05,N1797123723,中国证券网,长春高新,无,金赛药业29.5%股权,29.5%,56.37,人民币,否,无,金赛药业29.5%股权
000662,索芙特,2013-09-03,P149222644,中国证券网,索芙特,无,桂林广维文华旅游文化产业有限公司全部股权,100.00%,12.8,人民币,否,无,桂林广维文华旅游文化产业有限公司全部股权
000663,永安林业,2015-04-16,R1694238748,和讯网,永安林业,无,森源股份,0,13.0,人民币,否,无,森源股份
000665,湖北广电,2013-07-12,Q1434327018,中国证券网,湖北广电,无,数十家电视传媒机构股权,100.00%,23.82,人民币,否,无,数十家电视传媒机构股权
000668,S武石油,2008-09-07,F2015375926,挖贝网,盛世达投资有限公司,无,S武石油,49.98%,3.88,人民币,否,无,S武石油
000671,阳光城,2016-12-02,C2014456151,赢商新闻,阳光城,中大地产、物产实业、物产民爆等,杭州中大圣马置业及浙江物产良渚花苑等15家公司股权组成的股权资产包,0,104.69,人民币,否,无,中大地产、物产实业、物产民爆等
000672,上峰水泥,2019-08-23,L1944204508,和讯网,上峰水泥,无,萌成建材65%股权,65%,1.97,人民币,否,无,萌成建材65%股权
000673,当代东方,2014-04-15,L1820099751,东方财富网,当代东方,无,盟将威100%股权,100.00%,11.0,人民币,否,无,盟将威100%股权
000677,ST海龙,2016-01-13,H1289962232,TechWeb,ST海龙,无,妙聚网络100%股权、灵娱网络100%,妙聚网络100%；灵娱网络100%,33.38,人民币,否,无,妙聚网络100%股权、灵娱网络100%
000679,大连友谊,2015-11-19,G1762290311,财经网,大连友谊,武信投资集团、武信管理公司,武信担保集团、武汉中小担保公司、武汉创业担保公司、武汉信发投、武信小贷公司、武汉资信公司、武信评级公司、汉信互联网金融的股权,武信担保集团100%；武汉中小担保公司100%；武汉创业担保公司90%；武汉信发投100%；武信小贷公司18%；武汉资信公司100%；武信评级公司90%；汉信互联网金融70%,62.74,人民币,否,无,武信投资集团、武信管理公司
000682,东方电子,2017-08-07,D1564189314,南方财富,东方电子,威思顿,威思顿83.2587%股权,83.26%,17.74,人民币,否,无,威思顿
000685,中山公用,2018-08-03,G325801502,全景网,中山公用,中山中汇投资集团有限公司,广东名城环境科技股份有限公司,95.50%,2.36,人民币,否,无,中山中汇投资集团有限公司
000687,恒天天鹅,2015-04-08,F706263254,中国投资咨询网,恒天天鹅,华讯方舟,华讯方舟全部军事通信及配套业务及南京华讯100%股权、成都国蓉100%股权,南京华讯100%；成都国蓉100%,16.5,人民币,否,无,华讯方舟
000700,模塑科技,2017-08-03,Q895350919,东方财富网,模塑科技,模塑集团及其下属公司,江阴道达汽车饰件有限公司股权,100.00%,12.5,人民币,否,无,模塑集团及其下属公司
000708,大冶特钢,2019-01-02,F861512418,北京商报网,大冶特钢,泰富投资、江阴信泰、江阴冶泰、江阴扬泰、江阴青泰、江阴信富,兴澄特钢86.5%股权,86.5%,231.82,人民币,否,无,兴澄特钢86.5%股权
000709,河北钢铁,2015-08-23,Q1489299537,凤凰财经,河北钢铁,唐钢集团,唐山钢铁集团高强汽车板有限公司100%股权,100.00%,41.05,人民币,否,无,唐钢集团
000712,锦龙股份,2013-03-18,C435675395,网易,锦龙股份,中科院、许家印、七匹狼集团等,中山证券股权,66.05%,25.95,人民币,否,无,中山证券股权
000713,丰乐种业,2018-05-15,D561433945,东方财富网,丰乐种业,无,同路农业100%的股权,100.00%,2.9,人民币,否,无,同路农业100%的股权
000716,黑芝麻,2015-11-16,M828152344,中金在线,黑芝麻,无,金日食用油100%股权,100.00%,6.6,人民币,否,无,金日食用油100%股权
000718,苏宁环球,2014-07-18,A1426135921,东方财富网,苏宁环球,上海泓霆影业有限公司,泓霆影业51%股权,51.00%,2.81,人民币,否,无,泓霆影业51%股权
000719,大地传媒,2013-08-11,E1812400012,和讯网,大地传媒,中原出版传媒集团,河南省新华书店发行集团有限公司100%股权、河南出版对外贸易有限公司100%股权、河南人民出版社有限责任公司100%股权、河南省郑州市新华书店有限公司100%股权、大象出版社有限公司的总额为500万元的委托贷款债权,河南省新华书店发行集团有限公司100%；河南出版对外贸易有限公司100%；河南人民出版社有限责任公司100%；河南省郑州市新华书店有限公司100%,28.54,人民币,否,无,中原出版传媒集团
000720,新能泰山,2016-09-20,K150271310,和讯网,新能泰山,无,宁华物产、宁华世纪各100%股权以及南京市燕江路201号房产,宁华物产100%；宁华世纪100%,24.07,人民币,否,无,宁华物产、宁华世纪各100%股权以及南京市燕江路201号房产
000721,西安饮食,2015-04-06,D413911970,凤凰财经,西安饮食,刘京京、蔡玉钻、肖吕强、天津红杉、上海云锋、上海祥禾、拉萨涌金,嘉和一品100%股份,100.00%,4.11,人民币,否,无,嘉和一品100%股份
000723,美锦能源,2013-03-18,F804967580,财经网,美锦能源,美锦集团,汾西太岳股权、东于煤业股权、美锦煤焦化股权、天津美锦股权、大连美锦股权,汾西太岳76.96%；东于煤业100%；美锦煤焦化100%；天津美锦100%；大连美锦100%,101.18,人民币,否,无,美锦集团
000729,燕京啤酒,2012-09-12,A1531157628,财经网,燕京啤酒,无,燕京啤酒（曲阜三孔）有限责任公司100%股权、北京双燕商标彩印有限公司100%股权,燕京啤酒（曲阜三孔）有限责任公司100%；北京双燕商标彩印有限公司100%,3.83,人民币,否,无,燕京啤酒（曲阜三孔）有限责任公司100%股权、北京双燕商标彩印有限公司100%股权
000756,新华制药,2012-01-17,E1663188740,金融界,华润三九；新华制药,顺峰药业股东；天达制药股东朱珍花、张鹏持,广东顺峰药业有限公司99.83%股权；山东天达生物制药股份有限公司100%股权,广东顺峰药业有限公司99.83%；山东天达生物制药股份有限公司100%,7.22,人民币,否,无,顺峰药业股东；天达制药股东朱珍花、张鹏持
000757,浩物股份,2018-05-22,K713039748,东方财富网,浩物股份,浩物机电、浩诚汽车,内江鹏翔100%股权,100.00%,11.86,人民币,否,无,浩物机电、浩诚汽车
000758,中色股份,2007-11-14,E683641934,搜狐,中色股份,赤峰市政府,赤峰市白音诺尔铅锌矿,0,4.0,人民币,否,无,赤峰市政府
000760,博盈投资,2012-11-05,D162489021,和讯网,博盈投资,武汉梧桐,SteyrMotors100%的股权,100.00%,5.0,人民币,否,无,武汉梧桐
000761,本钢板材,2011-05-18,C567051976,凤凰财经,本钢板材,本钢集团,本钢浦项冷轧75%股权、徐家堡子铁矿探矿权,75.00%,28.5,人民币,否,无,本钢集团
000762,西藏矿业,2014-07-28,G1143906139,财信网,西藏矿业,西藏矿业总公司,罗布莎I、II矿群南部铬铁矿区正在办理的 0.702 平方公里采矿权,0,3.14,人民币,否,无,西藏矿业总公司
000766,通化金马,2016-04-01,K541886479,东方财富网,通化金马,易通投资等4名交易对方,永康制药100%股权,100.00%,4.14,人民币,否,无,永康制药100%股权
000779,三毛派神,2015-12-24,C2123674946,南方财富,三毛派神,北京北大众志微系统科技有限责任公司,北京众志芯科技有限公司股权,100.00%,6.21,人民币,否,无,北京众志芯科技有限公司股权
000793,华闻传媒,2013-03-02,D956809065,金融界,华闻传媒,华路新材、上海常喜、上海大黎；西安锐盈；拉萨澄怀、拉萨观道、天津大振,华商传媒38.75%股权；华商数码20.40%股份、华商广告20.00%股权、陕西黄马甲49.375%股份、华商网络22.00%股权、华商卓越文化20.00%股权、重庆华博传媒15.00%股权、吉林华商传媒15.00%股权、辽宁盈丰传媒15.00%股权；澄怀科技100.00%股权,华商传媒38.75%；华商数码20.40%；华商广告20.00%；陕西黄马甲49.375%；华商网络22.00%；华商卓越文化20.00%；重庆华博传媒15.00%；吉林华商传媒15.00%；辽宁盈丰传媒15.00%；澄怀科技100.00%,31.51,人民币,否,无,华路新材、上海常喜、上海大黎；西安锐盈；拉萨澄怀、拉萨观道、天津大振
000801,四川九洲,2014-05-29,F1835715347,东方财富网,四川九洲,无,四川九洲空管科技有限责任公司70%股权、成都九洲电子信息系统股份有限公司79.14%股权、九洲空管向九洲集团租用的206号厂房,四川九洲空管科技有限责任公司70%；成都九洲电子信息系统股份有限公司79.14%,10.38,人民币,否,无,四川九洲空管科技有限责任公司70%股权、成都九洲电子信息系统股份有限公司79.14%股权、九洲空管向九洲集团租用的206号厂房
000803,金宇车城,2016-12-23,R1590577939,中证网,金宇车城,无,安必平股权,100.00%,13.2,人民币,否,无,安必平股权
