,chapter,word,count
262,1,有点儿,1
263,1,朴素,1
264,1,村子,1
265,1,村旁,1
266,1,村里,1
267,1,来到,1
268,1,来接,1
269,1,杨庄,3
270,1,林道静,1
271,1,树林,4
272,1,树隙,1
273,1,梦乡,1
274,1,欢喜,2
275,1,正殿,1
276,1,正驰行,1
277,1,歪着头,1
278,1,沉入,1
279,1,沉闷,1
280,1,没有,7
281,1,没有同伴,1
282,1,没觉,1
283,1,泥屋,1
284,1,注意,2
285,1,洋钱,1
286,1,活跃,1
287,1,流浪,1
288,1,浑身上下,1
289,1,海上,1
290,1,海水,2
291,1,海涛,1
292,1,海边,2
293,1,消失,1
294,1,涟波,1
295,1,清晨,1
296,1,温厚,1
297,1,漂亮,1
298,1,激动,1
299,1,火烧,1
300,1,火车,1
301,1,火车头,1
302,1,火车站,1
303,1,炊烟,1
304,1,点子,1
305,1,焦灼,1
306,1,父母,1
307,1,特别,1
308,1,独自,1
309,1,猜想,1
310,1,玩艺,1
311,1,玩艺儿,1
312,1,现在,1
313,1,理会,1
314,1,琵琶,1
315,1,用力,1
316,1,电杆,1
317,1,男子,1
318,1,留在,1
319,1,略显,1
320,1,痛哭,1
321,1,痛苦,1
322,1,痴痴地,1
323,1,白洋,1
324,1,白烟,1
325,1,白绸,1
326,1,白色,2
327,1,盘问,1
328,1,目送,1
329,1,直到,1
330,1,看一遍,1
331,1,看不见,2
332,1,看海,1
333,1,看着,1
334,1,看见,3
335,1,看车,1
336,1,眼前,1
337,1,眼睛,4
338,1,眼色,1
339,1,眼里,1
340,1,瞧不起,1
341,1,瞧瞧,1
342,1,矗立,1
343,1,知知,1
344,1,知道,2
345,1,石碑,1
346,1,硬木,1
347,1,碧绿,2
348,1,神态,1
349,1,神色,1
350,1,离开,2
351,1,稍稍,1
352,1,空旷,1
353,1,穿着,1
354,1,突然,3
355,1,立刻,1
356,1,站台,2
357,1,竹笙,1
358,1,笑笑,2
359,1,第一次,1
360,1,等待,2
361,1,答理,1
362,1,素白,1
363,1,紧紧,1
364,1,红涨,1
365,1,线袜,1
366,1,缟素,1
367,1,美不美,1
368,1,美丽,2
369,1,老头,6
370,1,聒噪,1
371,1,聒耳,1
372,1,背着,1
373,1,胖商人,1
374,1,脚夫,14
375,1,脚步,2
376,1,脚钱,1
377,1,脸卷,1
378,1,脸庞,1
379,1,腻烦,1
380,1,至少,1
381,1,苍白,1
382,1,茂密,1
383,1,茫然,1
384,1,莫非,1
385,1,蔚蓝,1
386,1,蝉声,2
387,1,行李,6
388,1,行李卷,1
389,1,行止,1
390,1,表哥,5
391,1,表嫂,1
392,1,袅袅,1
393,1,西服革履,1
394,1,西殿,1
395,1,视线,1
396,1,觉得,1
397,1,警察局,1
398,1,认真,1
399,1,认识,3
400,1,议论,2
401,1,话题,1
402,1,课堂,1
403,1,贩卖,1
404,1,贪婪,1
405,1,贵姓,1
406,1,资料,1
407,1,走上,2
408,1,走出,1
409,1,走到,1
410,1,走哇,1
411,1,走来,1
412,1,走路,2
413,1,走进,1
414,1,起来,5
415,1,越发,1
416,1,跌进,1
417,1,跛脚,1
418,1,路上,1
419,1,踌躇,1
420,1,踪影,1
421,1,蹒跚,1
422,1,车上,3
423,1,车到,1
424,1,车厢,2
425,1,车窗,1
426,1,车站,2
427,1,转弯,1
428,1,轻纱,1
429,1,过去,1
430,1,运动鞋,1
431,1,还放,1
432,1,这下子,1
433,1,这堆,1
434,1,这女,2
435,1,这小,1
436,1,这才,2
437,1,这是,1
438,1,远远地,1
439,1,迟滞,1
440,1,迷迷糊糊,1
441,1,透过,1
442,1,通车,1
443,1,道静,8
444,1,避暑,2
445,1,那位,1
446,1,那种,1
447,1,邻村,1
448,1,醉得,1
449,1,长久,1
450,1,门前,2
451,1,门口,1
452,1,门外,4
453,1,闪电,1
454,1,问道,1
455,1,闲谈,1
456,1,阴郁,1
457,1,阶石,1
458,1,陌生,1
459,1,陷入,1
460,1,难坏,1
461,1,集中,1
462,1,雇主,1
463,1,露出,1
464,1,静寂,1
465,1,面前,1
466,1,骚闹,1
467,1,鱼来,1
468,1,麻木状态,1
469,1,黄色,1
470,1,黑又亮,1
471,1,黝黑,1
472,2,一下,1
473,2,一下子把,1
474,2,一个个,1
475,2,一九三一年,1
476,2,一件,1
477,2,一会儿,2
478,2,一刻,1
479,2,一动不动,1
480,2,一双,1
481,2,一古脑儿,1
482,2,一句,2
483,2,一向,1
484,2,一块,1
485,2,一块儿,1
486,2,一堆,2
487,2,一声,2
488,2,一天,6
489,2,一天到晚,1
490,2,一定,2
491,2,一家,1
492,2,一岁,1
493,2,一年,1
494,2,一惊,1
495,2,一把,1
496,2,一条,1
497,2,一根,1
498,2,一气,1
499,2,一滴,1
500,2,一点,1
501,2,一点点,1
502,2,一看,1
503,2,一碗,1
504,2,一笑,1
505,2,一见,1
506,2,一言,1
507,2,一起,3
508,2,一边,9
509,2,一阵,2
510,2,一霎间,1
511,2,一顿,1
512,2,一齐,1
513,2,七岁,1
514,2,万般皆下品,1
515,2,丈夫,3
516,2,三人,1
517,2,三十多岁,1
518,2,三岁时,1
519,2,上半天,1
520,2,上去,1
521,2,上学,3
522,2,上山,1
523,2,上来,1
524,2,上次,1
525,2,上流社会,1
526,2,上海,2
527,2,上读,1
528,2,上车,1
529,2,上首,1
530,2,下乡,1
531,2,下午,1
532,2,下去,1
533,2,下来,5
534,2,下课,1
535,2,下车,1
536,2,不久,2
537,2,不会,1
538,2,不住,2
539,2,不做声,1
540,2,不停,2
541,2,不出,1
542,2,不到,2
543,2,不吃不喝,1
544,2,不听话,1
545,2,不声不响,1
546,2,不好,2
547,2,不孝,1
548,2,不安,2
549,2,不少,2
550,2,不平,1
551,2,不幸遭遇,1
552,2,不得,1
553,2,不得不,2
554,2,不想,1
555,2,不敢,1
556,2,不断,1
557,2,不是,5
558,2,不清,2
559,2,不爱,1
560,2,不爱理,1
561,2,不爱笑,1
562,2,不理,1
563,2,不用,2
564,2,不知,1
565,2,不知好歹,1
566,2,不能,7
567,2,不自在,1
568,2,不至于,1
569,2,不行,1
570,2,不要,1
571,2,不要紧,1
572,2,不要脸,2
573,2,不错,2
574,2,丑态,1
575,2,东拉西扯,1
576,2,东西,3
577,2,两个,7
578,2,两句,1
579,2,两只,1
580,2,两天,1
581,2,两眼,2
582,2,丧尽天良,1
583,2,丫头,1
584,2,中举,1
585,2,中人,1
586,2,中女,1
587,2,中学,5
588,2,中望,1
589,2,丰富,1
590,2,为名,1
591,2,主意,1
592,2,举人,3
593,2,之后,4
594,2,之外,1
595,2,乐器,3
596,2,乖乖,1
597,2,乖僻,1
598,2,也许,2
599,2,书籍,1
600,2,买来,1
601,2,乱动,1
602,2,乱跑,1
603,2,事情,1
604,2,二十一岁,2
605,2,二十顷,1
606,2,二地主,1
607,2,二胡,1
608,2,五十多岁,1
609,2,交了,1
610,2,享不清,1
611,2,享福,1
612,2,京师大学堂,3
613,2,亲信,1
614,2,亲妈,2
615,2,亲热,1
616,2,亲着,1
617,2,亲自,2
618,2,人事不知,1
619,2,人们,1
620,2,人流,1
621,2,今天,2
622,2,介绍,1
623,2,仍然,2
624,2,从小,1
625,2,从来,3
626,2,从来不,1
627,2,从梦里,1
628,2,仔细,1
629,2,仙子,2
630,2,以为,2
631,2,以前,1
632,2,以后,1
633,2,以来,1
634,2,仿佛,3
635,2,企图,1
636,2,伤痛,1
637,2,伤透,1
638,2,似乎,1
639,2,佃户,2
640,2,位子,1
641,2,低下头,1
642,2,低价,1
643,2,低头,1
644,2,低着头,1
645,2,住些,1
646,2,佣人,2
647,2,供给,3
648,2,依旧,2
649,2,依然,1
650,2,便是,1
651,2,俊美,1
652,2,倔强,1
653,2,偏僻,1
654,2,做活,1
655,2,做针线,1
656,2,停大,1
657,2,健康,1
658,2,偷着,1
659,2,偷跑,1
660,2,傻子,1
661,2,儿子,1
662,2,允许,1
663,2,兄弟,1
664,2,光带,1
665,2,光芒,1
666,2,入学考试,1
667,2,全卖,1
668,2,全归,2
669,2,全有,1
670,2,全部,2
671,2,八字胡,2
672,2,八月,1
673,2,公馆,3
674,2,关心,1
675,2,具有,1
676,2,养活,1
677,2,养着,1
678,2,养种,1
679,2,养老,1
680,2,再也,4
681,2,再见,2
682,2,军警,1
683,2,军阀,1
684,2,冬天,3
685,2,冰冷,1
686,2,冲出,1
687,2,冲着,3
688,2,决裂,1
689,2,冷总去,1
690,2,冻得,1
691,2,准备,2
692,2,凑饭费,1
693,2,凝视着,1
694,2,几下子,1
695,2,几个,5
696,2,几乎,1
697,2,几句,1
698,2,几句话,1
699,2,几天,1
700,2,几张,1
701,2,凶光,1
702,2,凶狠,2
703,2,出于意外,1
704,2,出口,1
705,2,出声,1
706,2,出好,1
707,2,出来,3
708,2,分外,1
709,2,划根,1
710,2,别人,1
711,2,别哭,2
712,2,别着急,1
713,2,别跟我,1
714,2,刻骨,1
715,2,前清,1
716,2,前身,1
717,2,剧烈,1
718,2,剩下,1
719,2,劈劈,1
720,2,力量,1
721,2,办法,2
722,2,功夫,1
723,2,加上,1
724,2,务本,1
725,2,动人,1
726,2,动听,1
727,2,勃然大怒,1
728,2,勇气,1
729,2,勉强,2
730,2,勤劳,1
731,2,北京,1
732,2,北京大学,1
733,2,北平,7
734,2,十一岁,1
735,2,十二岁,1
736,2,十五岁,1
737,2,十六岁,1
738,2,十块钱,1
739,2,千万,1
740,2,千刀万剐,1
741,2,半个,1
742,2,半夜,1
743,2,半天,1
744,2,半年,1
745,2,半晌,2
746,2,卖出,1
747,2,卖淫,2
748,2,南京,1
749,2,南山,1
750,2,占圈,2
751,2,厄运,2
752,2,厉害,1
753,2,厌恶,1
754,2,原因,1
755,2,原注,2
756,2,参加,1
757,2,反倒,1
758,2,反抗,1
759,2,反正,1
760,2,反而,2
761,2,发了,1
762,2,发出,1
763,2,发呆,1
764,2,发抖,1
765,2,发榜,1
766,2,发现,1
767,2,发生意外,1
768,2,受折磨,1
769,2,变化,1
770,2,变成,3
771,2,变故,1
772,2,变法维新,1
773,2,口琴,1
774,2,口袋,1
775,2,叨叨,1
776,2,只好,1
777,2,只见,1
778,2,叫做,2
779,2,可怕,1
780,2,可怜,1
781,2,台阶,2
782,2,号叫,1
783,2,吃饭,1
784,2,吃香,1
785,2,各处,1
786,2,同学,6
787,2,同情,2
788,2,同意,1
789,2,名叫,1
790,2,名望,1
791,2,名片,1
792,2,后半夜,1
793,2,后来,3
794,2,吓住,1
795,2,听妈,1
796,2,听差,1
797,2,听见,2
798,2,听讲,1
799,2,吸溜,1
800,2,吹弹,1
801,2,呀呀,1
802,2,呆坐,2
803,2,告诉,4
804,2,呐呐地,1
805,2,呼救声,1
806,2,命令,1
807,2,命苦,1
808,2,和善,1
809,2,咬林伯唐,1
810,2,咬紧牙关,1
811,2,咱家,1
812,2,哀嚎,1
813,2,哈哈笑,1
814,2,响声,1
815,2,哑巴,1
816,2,哪能,1
817,2,哭声,1
818,2,哭妈,1
819,2,哭话,1
820,2,哽咽,3
821,2,唯一,1
822,2,唯有读书高,1
823,2,唾沫星子,1
824,2,啧啧,1
825,2,喂奶,1
826,2,喃喃地,1
827,2,善于,1
828,2,善良,1
829,2,喊一声,1
830,2,喊叫,1
831,2,喜悦,1
832,2,喜欢,9
833,2,喝上,1
834,2,嘴边,1
835,2,嘴里,1
836,2,嘻嘻,1
837,2,四书五经,1
838,2,四十七八岁,1
839,2,回到,5
840,2,回去,2
841,2,回声,1
842,2,回家,1
843,2,回心,1
844,2,回心转意,1
845,2,回来,6
846,2,回答,2
847,2,回过,1
848,2,团圆,1
849,2,围着,1
850,2,土地,3
851,2,土道,1
852,2,地一笑,1
853,2,地上,1
854,2,地主,4
855,2,地抚,1
856,2,地掉,1
857,2,地方,1
858,2,地权,1
859,2,地活,1
860,2,地说,1
861,2,地转,1
862,2,坐在,4
863,2,坛坛罐罐,1
864,2,垂柳,1
865,2,城里,2
866,2,培养,1
867,2,堕落,1
868,2,填入,1
869,2,声俩,1
870,2,声靡靡,1
871,2,声音,3
872,2,夏天,1
873,2,外号,1
874,2,多么,2
875,2,多情,1
876,2,多月,2
877,2,夜晚,4
878,2,夜里,1
879,2,够早,1
880,2,大发慈悲,1
881,2,大哭,2
882,2,大学,2
883,2,大学士,3
884,2,大学校长,1
885,2,大官,1
886,2,大批,2
887,2,大门,1
888,2,大门口,2
889,2,天地,1
890,2,天师,1
891,2,太太,3
892,2,夫人,1
893,2,夫妇,2
894,2,失掉,1
895,2,头发,3
896,2,头衔,1
897,2,夸耀,1
898,2,夺回,1
899,2,奇怪,1
900,2,女人,1
901,2,女儿,8
902,2,女婿,1
903,2,女子,2
904,2,女孩,1
905,2,女孩子,7
906,2,好些,1
907,2,好像,8
908,2,好几,1
909,2,好几个,1
910,2,好听,1
911,2,好好,2
912,2,好消息,1
913,2,好端端,1
914,2,好转,1
915,2,如拉着,1
916,2,如狼似虎,1
917,2,妇女,1
918,2,妈会,1
919,2,妈呀,1
920,2,妈妈,11
921,2,妈才,1
922,2,妓院,1
923,2,妨碍,1
924,2,妻子,2
925,2,姑娘,13
926,2,姓李,1
927,2,姨太太,5
928,2,威胁,1
929,2,娇惯,1
930,2,娘俩,1
931,2,娘儿,1
932,2,娘儿俩,1
933,2,娘老子,2
934,2,娘要,1
935,2,婆娘,2
936,2,婚姻,1
937,2,嫁个,1
938,2,嫁人,1
939,2,嫣然,1
940,2,孙女,6
941,2,孙女儿,1
942,2,孟德斯鸠,1
943,2,孤弱,1
944,2,孤独,1
945,2,孤苦无依,1
946,2,学历,1
947,2,学堂,1
948,2,学好,1
949,2,学校,10
950,2,学着,1
951,2,孩子,26
952,2,官僚,1
953,2,官司,1
954,2,宝贝,1
955,2,宝贵,1
956,2,实在,1
957,2,客人,3
958,2,害羞,1
959,2,家乡,1
960,2,家庭,1
961,2,家里,11
962,2,寄托,1
963,2,密密麻麻,1
964,2,寻找,2
965,2,寻死,1
966,2,尊严,1
967,2,小伙子,1
968,2,小圆,1
969,2,小女,1
970,2,小姐,2
971,2,小孩,1
972,2,小小,1
973,2,小小的,1
974,2,小心翼翼,1
975,2,小手,1
976,2,小时候,1
977,2,小林,1
978,2,小狗,1
979,2,小老婆,3
980,2,小腿,1
981,2,小道,7
982,2,少女,1
983,2,少妇,1
984,2,尤其,1
985,2,就命,1
986,2,就要,3
987,2,局长,4
988,2,屈服,3
989,2,屋里,5
990,2,山村,1
991,2,山村里,2
992,2,山水,1
993,2,山洞,2
994,2,工钱,1
995,2,已经,8
996,2,帆布鞋,1
997,2,师范大学,1
998,2,希望,3
999,2,带回,1
1000,2,带点,1
1001,2,常常,4
1002,2,干枯,1
1003,2,年老,1
1004,2,年老多病,1
1005,2,年轻,1
1006,2,幸福,2
1007,2,幻想,1
1008,2,庄头,1
1009,2,床上,2
1010,2,床边,1
1011,2,应考,1
1012,2,底下,1
1013,2,店里,1
1014,2,康德,1
1015,2,康梁,1
1016,2,开口,1
1017,2,开学,1
1018,2,开心,1
1019,2,异常,1
1020,2,弄手,1
1021,2,弄钱,1
1022,2,弟弟,4
1023,2,张着,1
1024,2,强暴,1
1025,2,当作,1
1026,2,当天,1
1027,2,当然,3
1028,2,影子,1
1029,2,很快,2
1030,2,很长,1
1031,2,徐凤,3
1032,2,徐凤英,15
1033,2,得意,1
1034,2,微微,2
1035,2,心侍,1
1036,2,心情,1
1037,2,心爱,1
1038,2,心疼,1
1039,2,心里,3
1040,2,必备条件,1
1041,2,忍住,1
1042,2,忍耐,3
1043,2,忘掉,2
1044,2,忧郁,2
1045,2,念书,5
1046,2,念念,1
1047,2,忽然,5
1048,2,怀了孕,1
1049,2,怀着,1
1050,2,怀里,3
1051,2,态度,1
1052,2,怎么回事,2
1053,2,怒骂,1
1054,2,怕人,1
1055,2,总是,2
1056,2,恭喜,1
1057,2,恭顺,1
1058,2,恶煞,1
1059,2,恼火,1
1060,2,悄声,1
1061,2,悄悄,2
1062,2,悠然自得,1
1063,2,悲伤,1
1064,2,悲惨,1
1065,2,情况,1
1066,2,情形,1
1067,2,情景,1
1068,2,惊呆,1
1069,2,惊奇,1
1070,2,惊悸,1
1071,2,惊羡,1
1072,2,惊讶,1
1073,2,惊醒,2
1074,2,惨快,1
1075,2,惨淡,1
1076,2,想不到,1
1077,2,想到,2
1078,2,想法子,1
1079,2,想着,1
1080,2,想象力,1
1081,2,惶惑,1
1082,2,感到,1
1083,2,愣愣,1
1084,2,愿意,2
1085,2,慈善家,1
1086,2,慈幼院,1
1087,2,慈祥,1
1088,2,慢慢,2
1089,2,慷慨,1
1090,2,憔悴,1
1091,2,憧憬,1
1092,2,戊戌,1
1093,2,成为,1
1094,2,成人,1
1095,2,成天,4
1096,2,成好,1
1097,2,成妈,1
1098,2,成日成夜,1
1099,2,我亲,1
1100,2,我养,1
1101,2,我妈,1
1102,2,我家,1
1103,2,我求,1
1104,2,我生,1
1105,2,我要,2
1106,2,房里,1
1107,2,房门,1
1108,2,所有人,1
1109,2,所谓,1
1110,2,手中,1
1111,2,手低,1
1112,2,手发,1
1113,2,手指,1
1114,2,手指头,1
1115,2,手笑,1
1116,2,手里,3
1117,2,才德兼备,1
1118,2,才貌,1
1119,2,打人,1
1120,2,打开,1
1121,2,打扮,2
1122,2,打柴,2
1123,2,打着,1
1124,2,打破,1
1125,2,扛着,1
1126,2,执拗,1
1127,2,扭头,1
1128,2,扭转,1
1129,2,找到,1
1130,2,抚弄,1
1131,2,抚慰,1
1132,2,护士,1
1133,2,报纸,1
1134,2,披头散发,1
1135,2,披散,1
1136,2,抱住,2
1137,2,抵抗,2
1138,2,拄着,1
1139,2,拉去,1
1140,2,拉手,1
1141,2,拍拍,1
1142,2,拐杖,1
1143,2,拚命,1
1144,2,招来,1
1145,2,指使人,1
1146,2,指头,1
1147,2,指甲,1
1148,2,指着,1
1149,2,挣钱,2
1150,2,挨打,1
1151,2,挨着,1
1152,2,捏住,1
1153,2,捏紧,1
1154,2,换尿布,1
1155,2,掉泪,1
1156,2,接抱,1
1157,2,接过,1
1158,2,推搡,1
1159,2,提事,1
1160,2,摆在,1
1161,2,摇钱树,1
1162,2,摸摸索索,1
1163,2,撒娇,1
1164,2,撕裂,1
1165,2,撞头,1
1166,2,擦起,1
1167,2,收租,2
1168,2,改口,1
1169,2,放假,1
1170,2,放在,2
1171,2,放手,1
1172,2,放暑假,1
1173,2,故乡,2
1174,2,故事,2
1175,2,教授,1
1176,2,教育,2
1177,2,教育家,2
1178,2,数数,1
1179,2,文学,1
1180,2,文艺作品,1
1181,2,斧头,1
1182,2,断断续续,1
1183,2,断绝,1
1184,2,旁白,1
1185,2,旗袍,1
1186,2,无才,1
1187,2,无数,1
1188,2,无济于事,1
1189,2,时代,1
1190,2,时兴,1
1191,2,时时,1
1192,2,时髦,1
1193,2,明白,3
1194,2,是从,1
1195,2,显出,1
1196,2,显得,1
1197,2,显著,1
1198,2,晚上,1
1199,2,晨光,1
1200,2,晶莹,1
1201,2,暂时,1
1202,2,暑假,1
1203,2,暴露,1
1204,2,更加,2
1205,2,最使,1
1206,2,最后,2
1207,2,月琴,1
1208,2,有人,1
1209,2,有吃有穿,1
1210,2,有孕,1
1211,2,有损,1
1212,2,有时,3
1213,2,有点儿,2
1214,2,有空,1
1215,2,有财有势,1
1216,2,有钱有势,1
1217,2,有顷,1
1218,2,朋友,3
1219,2,朋友家,1
1220,2,望见,1
1221,2,木头,1
1222,2,本事,1
1223,2,本来,1
1224,2,本身,1
1225,2,村子,1
1226,2,村里,1
1227,2,村里人,1
1228,2,条心,1
1229,2,来到,1
1230,2,来来回回,1
1231,2,来要,1
1232,2,板子,1
1233,2,枕头,1
1234,2,林伯唐,18
1235,2,林家,3
1236,2,枯瘦,1
1237,2,架上,2
1238,2,柴禾,1
1239,2,树丛,1
1240,2,校长,1
1241,2,样子,2
1242,2,桌旁,1
1243,2,梦里,1
1244,2,棉袄,2
1245,2,棍子,1
1246,2,椭圆,1
1247,2,横竖,1
1248,2,檐下,1
1249,2,欣赏,1
1250,2,欺侮,1
1251,2,歌曲,1
1252,2,正在,1
1253,2,正赶上,1
1254,2,此刻,1
1255,2,残酷,1
1256,2,母亲,28
1257,2,母子,2
1258,2,每月,1
1259,2,毕业,1
1260,2,民国,1
1261,2,民间故事,1
1262,2,永远,2
1263,2,求饶,1
1264,2,汤玉麟,1
1265,2,汽车,2
1266,2,沉吟,1
1267,2,沉寂,1
1268,2,沉重,3
1269,2,沉闷,1
1270,2,沉静,1
1271,2,沉默寡言,1
1272,2,沙发,1
1273,2,沙哑,1
1274,2,没发,1
1275,2,没想事,1
1276,2,没有,12
1277,2,没活,1
1278,2,没道理,1
1279,2,河川,3
1280,2,河水,1
1281,2,河沟,2
1282,2,河边,1
1283,2,泡眯成,1
1284,2,泥胎,1
1285,2,注意,2
1286,2,泪珠,1
1287,2,洋房,1
1288,2,洋火,2
1289,2,洋车,4
1290,2,洞箫,2
1291,2,流下,1
1292,2,流着,1
1293,2,流露出,1
1294,2,浅浅的,1
1295,2,浑身,1
1296,2,浓秀地,1
1297,2,浮动,1
1298,2,浮着,1
1299,2,海阔天空,1
1300,2,消灭,1
1301,2,淡淡地,1
1302,2,淡漠,1
1303,2,深夜里,1
1304,2,淹死,1
1305,2,清朝,2
1306,2,渗入,1
1307,2,温存,1
1308,2,温柔,1
1309,2,渺茫,1
1310,2,滔滔地,1
1311,2,滚成,1
1312,2,滚蛋,1
1313,2,满脸,1
1314,2,滴滴,1
1315,2,漂亮,3
1316,2,潮流,2
1317,2,火气,2
1318,2,火炉,1
1319,2,灯下,1
1320,2,点头,1
1321,2,点点头,1
1322,2,烟客,1
1323,2,烦闷,1
1324,2,热情,2
1325,2,热望,1
1326,2,热河,1
1327,2,热河省,1
1328,2,煊赫,1
1329,2,煤渣,1
1330,2,照顾,2
1331,2,熊熊燃烧,1
1332,2,熟读,1
1333,2,燃烧,1
1334,2,父亲,1
1335,2,父母亲,2
1336,2,爸爸,1
1337,2,牌见,1
1338,2,牙齿,1
1339,2,物件,1
1340,2,状元,1
1341,2,狗娘养,3
1342,2,狠狠,1
1343,2,狼心狗肺,1
1344,2,猛地,1
1345,2,献媚,1
1346,2,玉石,2
1347,2,王妈,15
1348,2,王妈妈,4
1349,2,王爷,2
1350,2,玩弄,1
1351,2,玩物,1
1352,2,现在,3
1353,2,现款,1
1354,2,珍重,1
1355,2,生个,1
1356,2,生命,1
1357,2,生气,1
1358,2,生活,3
1359,2,用力,1
1360,2,用手,1
1361,2,甩掉,1
1362,2,男人,3
1363,2,男女,1
1364,2,男子,2
1365,2,留下,1
1366,2,留洋,1
1367,2,留给,1
